 ,Label,Mean,Ch,Frame
417,Thingl-series-04.tif:0001-0231-0194:84,19618.17,2,42
418,Thingl-series-04.tif:0001-0259-0250:84,19468.78,2,42
419,Thingl-series-04.tif:0001-0271-0379:84,19959.85,2,42
420,Thingl-series-04.tif:0001-0306-0249:84,20216.92,2,42
421,Thingl-series-04.tif:0001-0262-0152:85,398.69,1,43
422,Thingl-series-04.tif:0001-0231-0194:85,148.58,1,43
423,Thingl-series-04.tif:0001-0259-0250:85,341.99,1,43
424,Thingl-series-04.tif:0001-0271-0379:85,184.32,1,43
425,Thingl-series-04.tif:0001-0306-0249:85,310.09,1,43
426,Thingl-series-04.tif:0001-0262-0152:86,20244.75,2,43
427,Thingl-series-04.tif:0001-0231-0194:86,19247.94,2,43
428,Thingl-series-04.tif:0001-0259-0250:86,19652.99,2,43
429,Thingl-series-04.tif:0001-0271-0379:86,19917.74,2,43
430,Thingl-series-04.tif:0001-0306-0249:86,20037.95,2,43
431,Thingl-series-04.tif:0001-0262-0152:87,395.59,1,44
432,Thingl-series-04.tif:0001-0231-0194:87,149.13,1,44
433,Thingl-series-04.tif:0001-0259-0250:87,340.90,1,44
434,Thingl-series-04.tif:0001-0271-0379:87,182.52,1,44
435,Thingl-series-04.tif:0001-0306-0249:87,307.44,1,44
436,Thingl-series-04.tif:0001-0262-0152:88,20075.69,2,44
437,Thingl-series-04.tif:0001-0231-0194:88,19323.17,2,44
438,Thingl-series-04.tif:0001-0259-0250:88,19352.81,2,44
439,Thingl-series-04.tif:0001-0271-0379:88,19859.34,2,44
440,Thingl-series-04.tif:0001-0306-0249:88,20053.92,2,44
441,Thingl-series-04.tif:0001-0262-0152:89,393.98,1,45
442,Thingl-series-04.tif:0001-0231-0194:89,148.94,1,45
443,Thingl-series-04.tif:0001-0259-0250:89,340.63,1,45
444,Thingl-series-04.tif:0001-0271-0379:89,183.00,1,45
445,Thingl-series-04.tif:0001-0306-0249:89,307.35,1,45
446,Thingl-series-04.tif:0001-0262-0152:90,20092.32,2,45
447,Thingl-series-04.tif:0001-0231-0194:90,19358.17,2,45
448,Thingl-series-04.tif:0001-0259-0250:90,19429.53,2,45
449,Thingl-series-04.tif:0001-0271-0379:90,19774.94,2,45
450,Thingl-series-04.tif:0001-0306-0249:90,20027.95,2,45
451,Thingl-series-04.tif:0001-0262-0152:91,393.62,1,46
452,Thingl-series-04.tif:0001-0231-0194:91,149.28,1,46
453,Thingl-series-04.tif:0001-0259-0250:91,341.48,1,46
454,Thingl-series-04.tif:0001-0271-0379:91,182.81,1,46
455,Thingl-series-04.tif:0001-0306-0249:91,306.63,1,46
456,Thingl-series-04.tif:0001-0262-0152:92,20056.95,2,46
457,Thingl-series-04.tif:0001-0231-0194:92,19399.30,2,46
458,Thingl-series-04.tif:0001-0259-0250:92,19296.10,2,46
459,Thingl-series-04.tif:0001-0271-0379:92,19951.23,2,46
460,Thingl-series-04.tif:0001-0306-0249:92,20062.16,2,46
461,Thingl-series-04.tif:0001-0262-0152:93,392.13,1,47
462,Thingl-series-04.tif:0001-0231-0194:93,149.56,1,47
463,Thingl-series-04.tif:0001-0259-0250:93,340.16,1,47
464,Thingl-series-04.tif:0001-0271-0379:93,182.59,1,47
465,Thingl-series-04.tif:0001-0306-0249:93,304.52,1,47
466,Thingl-series-04.tif:0001-0262-0152:94,20044.14,2,47
467,Thingl-series-04.tif:0001-0231-0194:94,19418.70,2,47
468,Thingl-series-04.tif:0001-0259-0250:94,19384.33,2,47
469,Thingl-series-04.tif:0001-0271-0379:94,19753.03,2,47
470,Thingl-series-04.tif:0001-0306-0249:94,19963.37,2,47
471,Thingl-series-04.tif:0001-0262-0152:95,390.98,1,48
472,Thingl-series-04.tif:0001-0231-0194:95,148.79,1,48
473,Thingl-series-04.tif:0001-0259-0250:95,341.50,1,48
474,Thingl-series-04.tif:0001-0271-0379:95,182.07,1,48
475,Thingl-series-04.tif:0001-0306-0249:95,303.72,1,48
476,Thingl-series-04.tif:0001-0262-0152:96,20007.53,2,48
477,Thingl-series-04.tif:0001-0231-0194:96,19142.31,2,48
478,Thingl-series-04.tif:0001-0259-0250:96,19488.49,2,48
479,Thingl-series-04.tif:0001-0271-0379:96,19751.95,2,48
480,Thingl-series-04.tif:0001-0306-0249:96,20005.41,2,48
481,Thingl-series-04.tif:0001-0262-0152:97,389.34,1,49
482,Thingl-series-04.tif:0001-0231-0194:97,148.84,1,49
483,Thingl-series-04.tif:0001-0259-0250:97,339.97,1,49
484,Thingl-series-04.tif:0001-0271-0379:97,182.06,1,49
485,Thingl-series-04.tif:0001-0306-0249:97,302.74,1,49
486,Thingl-series-04.tif:0001-0262-0152:98,20034.24,2,49
487,Thingl-series-04.tif:0001-0231-0194:98,19340.82,2,49
488,Thingl-series-04.tif:0001-0259-0250:98,19336.72,2,49
489,Thingl-series-04.tif:0001-0271-0379:98,19819.03,2,49
490,Thingl-series-04.tif:0001-0306-0249:98,20091.04,2,49
491,Thingl-series-04.tif:0001-0262-0152:99,390.43,1,50
492,Thingl-series-04.tif:0001-0231-0194:99,149.40,1,50
493,Thingl-series-04.tif:0001-0259-0250:99,339.72,1,50
494,Thingl-series-04.tif:0001-0271-0379:99,183.37,1,50
495,Thingl-series-04.tif:0001-0306-0249:99,303.14,1,50
496,Thingl-series-04.tif:0001-0262-0152:100,19940.74,2,50
497,Thingl-series-04.tif:0001-0231-0194:100,19386.73,2,50
498,Thingl-series-04.tif:0001-0259-0250:100,19488.15,2,50
499,Thingl-series-04.tif:0001-0271-0379:100,19911.59,2,50
500,Thingl-series-04.tif:0001-0306-0249:100,19923.67,2,50
501,Thingl-series-04.tif:0001-0262-0152:101,385.82,1,51
502,Thingl-series-04.tif:0001-0231-0194:101,147.41,1,51
503,Thingl-series-04.tif:0001-0259-0250:101,337.01,1,51
504,Thingl-series-04.tif:0001-0271-0379:101,182.41,1,51
505,Thingl-series-04.tif:0001-0306-0249:101,300.58,1,51
506,Thingl-series-04.tif:0001-0262-0152:102,19966.41,2,51
507,Thingl-series-04.tif:0001-0231-0194:102,19469.50,2,51
508,Thingl-series-04.tif:0001-0259-0250:102,19545.99,2,51
509,Thingl-series-04.tif:0001-0271-0379:102,19697.81,2,51
510,Thingl-series-04.tif:0001-0306-0249:102,19942.84,2,51
511,Thingl-series-04.tif:0001-0262-0152:103,387.35,1,52
512,Thingl-series-04.tif:0001-0231-0194:103,148.66,1,52
513,Thingl-series-04.tif:0001-0259-0250:103,338.56,1,52
514,Thingl-series-04.tif:0001-0271-0379:103,183.12,1,52
515,Thingl-series-04.tif:0001-0306-0249:103,301.32,1,52
516,Thingl-series-04.tif:0001-0262-0152:104,19957.04,2,52
517,Thingl-series-04.tif:0001-0231-0194:104,19376.50,2,52
518,Thingl-series-04.tif:0001-0259-0250:104,19513.11,2,52
519,Thingl-series-04.tif:0001-0271-0379:104,19683.25,2,52
520,Thingl-series-04.tif:0001-0306-0249:104,20049.67,2,52
521,Thingl-series-04.tif:0001-0262-0152:105,383.81,1,53
522,Thingl-series-04.tif:0001-0231-0194:105,147.91,1,53
523,Thingl-series-04.tif:0001-0259-0250:105,335.92,1,53
524,Thingl-series-04.tif:0001-0271-0379:105,181.97,1,53
525,Thingl-series-04.tif:0001-0306-0249:105,299.08,1,53
526,Thingl-series-04.tif:0001-0262-0152:106,19945.10,2,53
527,Thingl-series-04.tif:0001-0231-0194:106,19372.69,2,53
528,Thingl-series-04.tif:0001-0259-0250:106,19311.68,2,53
529,Thingl-series-04.tif:0001-0271-0379:106,19914.55,2,53
530,Thingl-series-04.tif:0001-0306-0249:106,20000.30,2,53
531,Thingl-series-04.tif:0001-0262-0152:107,385.68,1,54
532,Thingl-series-04.tif:0001-0231-0194:107,148.36,1,54
533,Thingl-series-04.tif:0001-0259-0250:107,337.36,1,54
534,Thingl-series-04.tif:0001-0271-0379:107,182.13,1,54
535,Thingl-series-04.tif:0001-0306-0249:107,298.99,1,54
536,Thingl-series-04.tif:0001-0262-0152:108,19996.73,2,54
537,Thingl-series-04.tif:0001-0231-0194:108,19483.30,2,54
538,Thingl-series-04.tif:0001-0259-0250:108,19434.72,2,54
539,Thingl-series-04.tif:0001-0271-0379:108,19775.30,2,54
540,Thingl-series-04.tif:0001-0306-0249:108,20037.04,2,54
541,Thingl-series-04.tif:0001-0262-0152:109,381.25,1,55
542,Thingl-series-04.tif:0001-0231-0194:109,147.16,1,55
543,Thingl-series-04.tif:0001-0259-0250:109,335.44,1,55
544,Thingl-series-04.tif:0001-0271-0379:109,181.81,1,55
545,Thingl-series-04.tif:0001-0306-0249:109,295.82,1,55
546,Thingl-series-04.tif:0001-0262-0152:110,20034.78,2,55
547,Thingl-series-04.tif:0001-0231-0194:110,19149.89,2,55
548,Thingl-series-04.tif:0001-0259-0250:110,19667.54,2,55
549,Thingl-series-04.tif:0001-0271-0379:110,19875.54,2,55
550,Thingl-series-04.tif:0001-0306-0249:110,19927.44,2,55
551,Thingl-series-04.tif:0001-0262-0152:111,384.12,1,56
552,Thingl-series-04.tif:0001-0231-0194:111,147.25,1,56
553,Thingl-series-04.tif:0001-0259-0250:111,334.83,1,56
554,Thingl-series-04.tif:0001-0271-0379:111,181.94,1,56
555,Thingl-series-04.tif:0001-0306-0249:111,298.71,1,56
556,Thingl-series-04.tif:0001-0262-0152:112,19953.19,2,56
557,Thingl-series-04.tif:0001-0231-0194:112,19437.37,2,56
558,Thingl-series-04.tif:0001-0259-0250:112,19352.53,2,56
559,Thingl-series-04.tif:0001-0271-0379:112,19819.40,2,56
560,Thingl-series-04.tif:0001-0306-0249:112,19944.71,2,56
561,Thingl-series-04.tif:0001-0262-0152:113,390.23,1,57
562,Thingl-series-04.tif:0001-0231-0194:113,148.25,1,57
563,Thingl-series-04.tif:0001-0259-0250:113,336.33,1,57
564,Thingl-series-04.tif:0001-0271-0379:113,181.14,1,57
565,Thingl-series-04.tif:0001-0306-0249:113,301.02,1,57
566,Thingl-series-04.tif:0001-0262-0152:114,20019.42,2,57
567,Thingl-series-04.tif:0001-0231-0194:114,19200.87,2,57
568,Thingl-series-04.tif:0001-0259-0250:114,19462.91,2,57
569,Thingl-series-04.tif:0001-0271-0379:114,19727.97,2,57
570,Thingl-series-04.tif:0001-0306-0249:114,19887.16,2,57
571,Thingl-series-04.tif:0001-0262-0152:115,390.38,1,58
572,Thingl-series-04.tif:0001-0231-0194:115,148.15,1,58
573,Thingl-series-04.tif:0001-0259-0250:115,334.26,1,58
574,Thingl-series-04.tif:0001-0271-0379:115,180.10,1,58
575,Thingl-series-04.tif:0001-0306-0249:115,300.11,1,58
576,Thingl-series-04.tif:0001-0262-0152:116,19919.86,2,58
577,Thingl-series-04.tif:0001-0231-0194:116,19227.23,2,58
578,Thingl-series-04.tif:0001-0259-0250:116,19421.84,2,58
579,Thingl-series-04.tif:0001-0271-0379:116,19794.27,2,58
580,Thingl-series-04.tif:0001-0306-0249:116,19905.79,2,58
581,Thingl-series-04.tif:0001-0262-0152:117,391.18,1,59
582,Thingl-series-04.tif:0001-0231-0194:117,148.43,1,59
583,Thingl-series-04.tif:0001-0259-0250:117,334.07,1,59
584,Thingl-series-04.tif:0001-0271-0379:117,180.16,1,59
585,Thingl-series-04.tif:0001-0306-0249:117,300.96,1,59
586,Thingl-series-04.tif:0001-0262-0152:118,20034.06,2,59
587,Thingl-series-04.tif:0001-0231-0194:118,19344.97,2,59
588,Thingl-series-04.tif:0001-0259-0250:118,19470.97,2,59
589,Thingl-series-04.tif:0001-0271-0379:118,19531.97,2,59
590,Thingl-series-04.tif:0001-0306-0249:118,20122.35,2,59
591,Thingl-series-04.tif:0001-0262-0152:119,390.73,1,60
592,Thingl-series-04.tif:0001-0231-0194:119,146.41,1,60
593,Thingl-series-04.tif:0001-0259-0250:119,331.71,1,60
594,Thingl-series-04.tif:0001-0271-0379:119,178.86,1,60
595,Thingl-series-04.tif:0001-0306-0249:119,300.56,1,60
596,Thingl-series-04.tif:0001-0262-0152:120,19928.73,2,60
597,Thingl-series-04.tif:0001-0231-0194:120,19269.66,2,60
598,Thingl-series-04.tif:0001-0259-0250:120,19417.64,2,60
599,Thingl-series-04.tif:0001-0271-0379:120,19687.40,2,60
600,Thingl-series-04.tif:0001-0306-0249:120,19959.94,2,60
601,Thingl-series-04.tif:0001-0262-0152:121,393.36,1,61
602,Thingl-series-04.tif:0001-0231-0194:121,148.52,1,61
603,Thingl-series-04.tif:0001-0259-0250:121,332.96,1,61
604,Thingl-series-04.tif:0001-0271-0379:121,179.40,1,61
605,Thingl-series-04.tif:0001-0306-0249:121,302.55,1,61
606,Thingl-series-04.tif:0001-0262-0152:122,19986.53,2,61
607,Thingl-series-04.tif:0001-0231-0194:122,19514.70,2,61
608,Thingl-series-04.tif:0001-0259-0250:122,19522.33,2,61
609,Thingl-series-04.tif:0001-0271-0379:122,19663.93,2,61
610,Thingl-series-04.tif:0001-0306-0249:122,20107.44,2,61
611,Thingl-series-04.tif:0001-0262-0152:123,392.45,1,62
612,Thingl-series-04.tif:0001-0231-0194:123,147.87,1,62
613,Thingl-series-04.tif:0001-0259-0250:123,332.01,1,62
614,Thingl-series-04.tif:0001-0271-0379:123,178.09,1,62
615,Thingl-series-04.tif:0001-0306-0249:123,301.66,1,62
616,Thingl-series-04.tif:0001-0262-0152:124,19993.29,2,62
617,Thingl-series-04.tif:0001-0231-0194:124,19186.57,2,62
618,Thingl-series-04.tif:0001-0259-0250:124,19378.42,2,62
619,Thingl-series-04.tif:0001-0271-0379:124,19828.43,2,62
620,Thingl-series-04.tif:0001-0306-0249:124,19960.56,2,62
621,Thingl-series-04.tif:0001-0262-0152:125,394.81,1,63
622,Thingl-series-04.tif:0001-0231-0194:125,148.36,1,63
623,Thingl-series-04.tif:0001-0259-0250:125,331.33,1,63
624,Thingl-series-04.tif:0001-0271-0379:125,179.42,1,63
625,Thingl-series-04.tif:0001-0306-0249:125,301.44,1,63
626,Thingl-series-04.tif:0001-0262-0152:126,20010.65,2,63
627,Thingl-series-04.tif:0001-0231-0194:126,19227.82,2,63
628,Thingl-series-04.tif:0001-0259-0250:126,19375.15,2,63
629,Thingl-series-04.tif:0001-0271-0379:126,19723.43,2,63
630,Thingl-series-04.tif:0001-0306-0249:126,20073.86,2,63
631,Thingl-series-04.tif:0001-0262-0152:127,393.98,1,64
632,Thingl-series-04.tif:0001-0231-0194:127,147.39,1,64
633,Thingl-series-04.tif:0001-0259-0250:127,331.63,1,64
634,Thingl-series-04.tif:0001-0271-0379:127,178.93,1,64
635,Thingl-series-04.tif:0001-0306-0249:127,301.57,1,64
636,Thingl-series-04.tif:0001-0262-0152:128,20013.33,2,64
637,Thingl-series-04.tif:0001-0231-0194:128,19116.32,2,64
638,Thingl-series-04.tif:0001-0259-0250:128,19559.13,2,64
639,Thingl-series-04.tif:0001-0271-0379:128,19823.40,2,64
640,Thingl-series-04.tif:0001-0306-0249:128,19927.76,2,64
641,Thingl-series-04.tif:0001-0262-0152:129,393.62,1,65
642,Thingl-series-04.tif:0001-0231-0194:129,147.92,1,65
643,Thingl-series-04.tif:0001-0259-0250:129,332.69,1,65
644,Thingl-series-04.tif:0001-0271-0379:129,180.15,1,65
645,Thingl-series-04.tif:0001-0306-0249:129,301.44,1,65
646,Thingl-series-04.tif:0001-0262-0152:130,20039.44,2,65
647,Thingl-series-04.tif:0001-0231-0194:130,19570.50,2,65
648,Thingl-series-04.tif:0001-0259-0250:130,19447.38,2,65
649,Thingl-series-04.tif:0001-0271-0379:130,19866.68,2,65
650,Thingl-series-04.tif:0001-0306-0249:130,20029.19,2,65
651,Thingl-series-04.tif:0001-0262-0152:131,394.54,1,66
652,Thingl-series-04.tif:0001-0231-0194:131,147.76,1,66
653,Thingl-series-04.tif:0001-0259-0250:131,330.43,1,66
654,Thingl-series-04.tif:0001-0271-0379:131,178.40,1,66
655,Thingl-series-04.tif:0001-0306-0249:131,300.57,1,66
656,Thingl-series-04.tif:0001-0262-0152:132,19980.61,2,66
657,Thingl-series-04.tif:0001-0231-0194:132,19256.57,2,66
658,Thingl-series-04.tif:0001-0259-0250:132,19505.50,2,66
659,Thingl-series-04.tif:0001-0271-0379:132,19795.41,2,66
660,Thingl-series-04.tif:0001-0306-0249:132,19845.96,2,66
661,Thingl-series-04.tif:0001-0262-0152:133,394.71,1,67
662,Thingl-series-04.tif:0001-0231-0194:133,148.25,1,67
663,Thingl-series-04.tif:0001-0259-0250:133,331.01,1,67
664,Thingl-series-04.tif:0001-0271-0379:133,177.44,1,67
665,Thingl-series-04.tif:0001-0306-0249:133,302.27,1,67
666,Thingl-series-04.tif:0001-0262-0152:134,19930.25,2,67
667,Thingl-series-04.tif:0001-0231-0194:134,19116.52,2,67
668,Thingl-series-04.tif:0001-0259-0250:134,19367.34,2,67
669,Thingl-series-04.tif:0001-0271-0379:134,19857.47,2,67
670,Thingl-series-04.tif:0001-0306-0249:134,19947.61,2,67
671,Thingl-series-04.tif:0001-0262-0152:135,396.40,1,68
672,Thingl-series-04.tif:0001-0231-0194:135,147.90,1,68
673,Thingl-series-04.tif:0001-0259-0250:135,332.15,1,68
674,Thingl-series-04.tif:0001-0271-0379:135,177.86,1,68
675,Thingl-series-04.tif:0001-0306-0249:135,302.58,1,68
676,Thingl-series-04.tif:0001-0262-0152:136,19913.86,2,68
677,Thingl-series-04.tif:0001-0231-0194:136,19285.06,2,68
678,Thingl-series-04.tif:0001-0259-0250:136,19398.75,2,68
679,Thingl-series-04.tif:0001-0271-0379:136,19802.88,2,68
680,Thingl-series-04.tif:0001-0306-0249:136,19850.00,2,68
681,Thingl-series-04.tif:0001-0262-0152:137,392.73,1,69
682,Thingl-series-04.tif:0001-0231-0194:137,147.98,1,69
683,Thingl-series-04.tif:0001-0259-0250:137,330.98,1,69
684,Thingl-series-04.tif:0001-0271-0379:137,177.03,1,69
685,Thingl-series-04.tif:0001-0306-0249:137,300.87,1,69
686,Thingl-series-04.tif:0001-0262-0152:138,19998.30,2,69
687,Thingl-series-04.tif:0001-0231-0194:138,19344.10,2,69
688,Thingl-series-04.tif:0001-0259-0250:138,19344.39,2,69
689,Thingl-series-04.tif:0001-0271-0379:138,19788.03,2,69
690,Thingl-series-04.tif:0001-0306-0249:138,19953.38,2,69
691,Thingl-series-04.tif:0001-0262-0152:139,397.67,1,70
692,Thingl-series-04.tif:0001-0231-0194:139,148.02,1,70
693,Thingl-series-04.tif:0001-0259-0250:139,332.08,1,70
694,Thingl-series-04.tif:0001-0271-0379:139,176.61,1,70
695,Thingl-series-04.tif:0001-0306-0249:139,303.53,1,70
696,Thingl-series-04.tif:0001-0262-0152:140,20046.52,2,70
697,Thingl-series-04.tif:0001-0231-0194:140,19185.39,2,70
698,Thingl-series-04.tif:0001-0259-0250:140,19448.33,2,70
699,Thingl-series-04.tif:0001-0271-0379:140,19796.65,2,70
700,Thingl-series-04.tif:0001-0306-0249:140,19948.10,2,70
701,Thingl-series-04.tif:0001-0262-0152:141,394.71,1,71
702,Thingl-series-04.tif:0001-0231-0194:141,147.38,1,71
703,Thingl-series-04.tif:0001-0259-0250:141,329.25,1,71
704,Thingl-series-04.tif:0001-0271-0379:141,175.53,1,71
705,Thingl-series-04.tif:0001-0306-0249:141,301.36,1,71
706,Thingl-series-04.tif:0001-0262-0152:142,20037.27,2,71
707,Thingl-series-04.tif:0001-0231-0194:142,19273.96,2,71
708,Thingl-series-04.tif:0001-0259-0250:142,19424.19,2,71
709,Thingl-series-04.tif:0001-0271-0379:142,19839.50,2,71
710,Thingl-series-04.tif:0001-0306-0249:142,19961.64,2,71
711,Thingl-series-04.tif:0001-0262-0152:143,397.15,1,72
712,Thingl-series-04.tif:0001-0231-0194:143,148.49,1,72
713,Thingl-series-04.tif:0001-0259-0250:143,330.43,1,72
714,Thingl-series-04.tif:0001-0271-0379:143,177.57,1,72
715,Thingl-series-04.tif:0001-0306-0249:143,304.06,1,72
716,Thingl-series-04.tif:0001-0262-0152:144,19942.22,2,72
717,Thingl-series-04.tif:0001-0231-0194:144,19327.78,2,72
718,Thingl-series-04.tif:0001-0259-0250:144,19376.45,2,72
719,Thingl-series-04.tif:0001-0271-0379:144,19690.27,2,72
720,Thingl-series-04.tif:0001-0306-0249:144,19918.54,2,72
721,Thingl-series-04.tif:0001-0262-0152:145,395.19,1,73
722,Thingl-series-04.tif:0001-0231-0194:145,147.81,1,73
723,Thingl-series-04.tif:0001-0259-0250:145,328.93,1,73
724,Thingl-series-04.tif:0001-0271-0379:145,176.92,1,73
725,Thingl-series-04.tif:0001-0306-0249:145,300.73,1,73
726,Thingl-series-04.tif:0001-0262-0152:146,20042.17,2,73
727,Thingl-series-04.tif:0001-0231-0194:146,19260.18,2,73
728,Thingl-series-04.tif:0001-0259-0250:146,19419.54,2,73
729,Thingl-series-04.tif:0001-0271-0379:146,19777.05,2,73
730,Thingl-series-04.tif:0001-0306-0249:146,19833.92,2,73
731,Thingl-series-04.tif:0001-0262-0152:147,395.36,1,74
732,Thingl-series-04.tif:0001-0231-0194:147,148.83,1,74
733,Thingl-series-04.tif:0001-0259-0250:147,329.35,1,74
734,Thingl-series-04.tif:0001-0271-0379:147,177.45,1,74
735,Thingl-series-04.tif:0001-0306-0249:147,303.09,1,74
736,Thingl-series-04.tif:0001-0262-0152:148,20012.26,2,74
737,Thingl-series-04.tif:0001-0231-0194:148,18995.93,2,74
738,Thingl-series-04.tif:0001-0259-0250:148,19353.82,2,74
739,Thingl-series-04.tif:0001-0271-0379:148,19793.78,2,74
740,Thingl-series-04.tif:0001-0306-0249:148,20034.46,2,74
741,Thingl-series-04.tif:0001-0262-0152:149,393.32,1,75
742,Thingl-series-04.tif:0001-0231-0194:149,147.69,1,75
743,Thingl-series-04.tif:0001-0259-0250:149,327.30,1,75
744,Thingl-series-04.tif:0001-0271-0379:149,177.35,1,75
745,Thingl-series-04.tif:0001-0306-0249:149,300.28,1,75
746,Thingl-series-04.tif:0001-0262-0152:150,20001.23,2,75
747,Thingl-series-04.tif:0001-0231-0194:150,19259.72,2,75
748,Thingl-series-04.tif:0001-0259-0250:150,19442.95,2,75
749,Thingl-series-04.tif:0001-0271-0379:150,19647.38,2,75
750,Thingl-series-04.tif:0001-0306-0249:150,20000.14,2,75
751,Thingl-series-04.tif:0001-0262-0152:151,394.64,1,76
752,Thingl-series-04.tif:0001-0231-0194:151,148.64,1,76
753,Thingl-series-04.tif:0001-0259-0250:151,330.35,1,76
754,Thingl-series-04.tif:0001-0271-0379:151,177.77,1,76
755,Thingl-series-04.tif:0001-0306-0249:151,302.20,1,76
756,Thingl-series-04.tif:0001-0262-0152:152,19986.27,2,76
757,Thingl-series-04.tif:0001-0231-0194:152,19281.70,2,76
758,Thingl-series-04.tif:0001-0259-0250:152,19230.36,2,76
759,Thingl-series-04.tif:0001-0271-0379:152,19761.72,2,76
760,Thingl-series-04.tif:0001-0306-0249:152,19851.27,2,76
761,Thingl-series-04.tif:0001-0262-0152:153,391.51,1,77
762,Thingl-series-04.tif:0001-0231-0194:153,148.13,1,77
763,Thingl-series-04.tif:0001-0259-0250:153,330.78,1,77
764,Thingl-series-04.tif:0001-0271-0379:153,177.95,1,77
765,Thingl-series-04.tif:0001-0306-0249:153,300.25,1,77
766,Thingl-series-04.tif:0001-0262-0152:154,20072.51,2,77
767,Thingl-series-04.tif:0001-0231-0194:154,19417.51,2,77
768,Thingl-series-04.tif:0001-0259-0250:154,19411.90,2,77
769,Thingl-series-04.tif:0001-0271-0379:154,19674.20,2,77
770,Thingl-series-04.tif:0001-0306-0249:154,19977.49,2,77
771,Thingl-series-04.tif:0001-0262-0152:155,392.18,1,78
772,Thingl-series-04.tif:0001-0231-0194:155,148.24,1,78
773,Thingl-series-04.tif:0001-0259-0250:155,330.17,1,78
774,Thingl-series-04.tif:0001-0271-0379:155,178.01,1,78
775,Thingl-series-04.tif:0001-0306-0249:155,300.41,1,78
776,Thingl-series-04.tif:0001-0262-0152:156,20042.12,2,78
777,Thingl-series-04.tif:0001-0231-0194:156,19378.46,2,78
778,Thingl-series-04.tif:0001-0259-0250:156,19452.75,2,78
779,Thingl-series-04.tif:0001-0271-0379:156,19732.93,2,78
780,Thingl-series-04.tif:0001-0306-0249:156,19999.82,2,78
