 ,Label,Mean,Ch,Frame
417,Thingl-series-05.tif:0001-0238-0420:53,261.49,1,27
418,Thingl-series-05.tif:0001-0091-0390:53,282.65,1,27
419,Thingl-series-05.tif:0001-0064-0297:53,718.99,1,27
420,Thingl-series-05.tif:0001-0083-0248:53,711.63,1,27
421,Thingl-series-05.tif:0001-0061-0167:53,181.94,1,27
422,Thingl-series-05.tif:0001-0383-0157:53,191.98,1,27
423,Thingl-series-05.tif:0001-0398-0187:53,196.39,1,27
424,Thingl-series-05.tif:0001-0463-0136:53,376.91,1,27
425,Thingl-series-05.tif:0001-0238-0420:54,19665.99,2,27
426,Thingl-series-05.tif:0001-0091-0390:54,19537.76,2,27
427,Thingl-series-05.tif:0001-0064-0297:54,20496.78,2,27
428,Thingl-series-05.tif:0001-0083-0248:54,20084.27,2,27
429,Thingl-series-05.tif:0001-0061-0167:54,19645.00,2,27
430,Thingl-series-05.tif:0001-0383-0157:54,19186.24,2,27
431,Thingl-series-05.tif:0001-0398-0187:54,19715.55,2,27
432,Thingl-series-05.tif:0001-0463-0136:54,19588.58,2,27
433,Thingl-series-05.tif:0001-0238-0420:55,264.89,1,28
434,Thingl-series-05.tif:0001-0091-0390:55,285.78,1,28
435,Thingl-series-05.tif:0001-0064-0297:55,723.08,1,28
436,Thingl-series-05.tif:0001-0083-0248:55,715.66,1,28
437,Thingl-series-05.tif:0001-0061-0167:55,181.59,1,28
438,Thingl-series-05.tif:0001-0383-0157:55,191.21,1,28
439,Thingl-series-05.tif:0001-0398-0187:55,196.19,1,28
440,Thingl-series-05.tif:0001-0463-0136:55,374.18,1,28
441,Thingl-series-05.tif:0001-0238-0420:56,19678.13,2,28
442,Thingl-series-05.tif:0001-0091-0390:56,19656.38,2,28
443,Thingl-series-05.tif:0001-0064-0297:56,20487.28,2,28
444,Thingl-series-05.tif:0001-0083-0248:56,20053.20,2,28
445,Thingl-series-05.tif:0001-0061-0167:56,19745.29,2,28
446,Thingl-series-05.tif:0001-0383-0157:56,19029.83,2,28
447,Thingl-series-05.tif:0001-0398-0187:56,19774.57,2,28
448,Thingl-series-05.tif:0001-0463-0136:56,19569.61,2,28
449,Thingl-series-05.tif:0001-0238-0420:57,264.42,1,29
450,Thingl-series-05.tif:0001-0091-0390:57,285.76,1,29
451,Thingl-series-05.tif:0001-0064-0297:57,722.11,1,29
452,Thingl-series-05.tif:0001-0083-0248:57,714.28,1,29
453,Thingl-series-05.tif:0001-0061-0167:57,181.28,1,29
454,Thingl-series-05.tif:0001-0383-0157:57,190.99,1,29
455,Thingl-series-05.tif:0001-0398-0187:57,195.72,1,29
456,Thingl-series-05.tif:0001-0463-0136:57,374.79,1,29
457,Thingl-series-05.tif:0001-0238-0420:58,19524.45,2,29
458,Thingl-series-05.tif:0001-0091-0390:58,19688.08,2,29
459,Thingl-series-05.tif:0001-0064-0297:58,20440.09,2,29
460,Thingl-series-05.tif:0001-0083-0248:58,19991.57,2,29
461,Thingl-series-05.tif:0001-0061-0167:58,19851.86,2,29
462,Thingl-series-05.tif:0001-0383-0157:58,19097.37,2,29
463,Thingl-series-05.tif:0001-0398-0187:58,19778.95,2,29
464,Thingl-series-05.tif:0001-0463-0136:58,19555.85,2,29
465,Thingl-series-05.tif:0001-0238-0420:59,266.47,1,30
466,Thingl-series-05.tif:0001-0091-0390:59,287.23,1,30
467,Thingl-series-05.tif:0001-0064-0297:59,725.75,1,30
468,Thingl-series-05.tif:0001-0083-0248:59,717.41,1,30
469,Thingl-series-05.tif:0001-0061-0167:59,180.84,1,30
470,Thingl-series-05.tif:0001-0383-0157:59,190.66,1,30
471,Thingl-series-05.tif:0001-0398-0187:59,194.51,1,30
472,Thingl-series-05.tif:0001-0463-0136:59,371.35,1,30
473,Thingl-series-05.tif:0001-0238-0420:60,19636.11,2,30
474,Thingl-series-05.tif:0001-0091-0390:60,19702.72,2,30
475,Thingl-series-05.tif:0001-0064-0297:60,20523.92,2,30
476,Thingl-series-05.tif:0001-0083-0248:60,20083.73,2,30
477,Thingl-series-05.tif:0001-0061-0167:60,19765.64,2,30
478,Thingl-series-05.tif:0001-0383-0157:60,19161.42,2,30
479,Thingl-series-05.tif:0001-0398-0187:60,19735.11,2,30
480,Thingl-series-05.tif:0001-0463-0136:60,19545.87,2,30
481,Thingl-series-05.tif:0001-0238-0420:61,267.73,1,31
482,Thingl-series-05.tif:0001-0091-0390:61,287.95,1,31
483,Thingl-series-05.tif:0001-0064-0297:61,726.92,1,31
484,Thingl-series-05.tif:0001-0083-0248:61,718.77,1,31
485,Thingl-series-05.tif:0001-0061-0167:61,180.13,1,31
486,Thingl-series-05.tif:0001-0383-0157:61,191.20,1,31
487,Thingl-series-05.tif:0001-0398-0187:61,195.66,1,31
488,Thingl-series-05.tif:0001-0463-0136:61,371.15,1,31
489,Thingl-series-05.tif:0001-0238-0420:62,19674.90,2,31
490,Thingl-series-05.tif:0001-0091-0390:62,19568.78,2,31
491,Thingl-series-05.tif:0001-0064-0297:62,20625.67,2,31
492,Thingl-series-05.tif:0001-0083-0248:62,20066.12,2,31
493,Thingl-series-05.tif:0001-0061-0167:62,19674.43,2,31
494,Thingl-series-05.tif:0001-0383-0157:62,19143.06,2,31
495,Thingl-series-05.tif:0001-0398-0187:62,19745.82,2,31
496,Thingl-series-05.tif:0001-0463-0136:62,19559.06,2,31
497,Thingl-series-05.tif:0001-0238-0420:63,269.51,1,32
498,Thingl-series-05.tif:0001-0091-0390:63,291.14,1,32
499,Thingl-series-05.tif:0001-0064-0297:63,730.53,1,32
500,Thingl-series-05.tif:0001-0083-0248:63,722.01,1,32
501,Thingl-series-05.tif:0001-0061-0167:63,180.80,1,32
502,Thingl-series-05.tif:0001-0383-0157:63,191.62,1,32
503,Thingl-series-05.tif:0001-0398-0187:63,194.85,1,32
504,Thingl-series-05.tif:0001-0463-0136:63,369.04,1,32
505,Thingl-series-05.tif:0001-0238-0420:64,19666.19,2,32
506,Thingl-series-05.tif:0001-0091-0390:64,19752.04,2,32
507,Thingl-series-05.tif:0001-0064-0297:64,20477.19,2,32
508,Thingl-series-05.tif:0001-0083-0248:64,20133.14,2,32
509,Thingl-series-05.tif:0001-0061-0167:64,19778.62,2,32
510,Thingl-series-05.tif:0001-0383-0157:64,19311.45,2,32
511,Thingl-series-05.tif:0001-0398-0187:64,19780.57,2,32
512,Thingl-series-05.tif:0001-0463-0136:64,19478.02,2,32
513,Thingl-series-05.tif:0001-0238-0420:65,265.93,1,33
514,Thingl-series-05.tif:0001-0091-0390:65,289.16,1,33
515,Thingl-series-05.tif:0001-0064-0297:65,726.73,1,33
516,Thingl-series-05.tif:0001-0083-0248:65,717.27,1,33
517,Thingl-series-05.tif:0001-0061-0167:65,179.05,1,33
518,Thingl-series-05.tif:0001-0383-0157:65,191.08,1,33
519,Thingl-series-05.tif:0001-0398-0187:65,194.23,1,33
520,Thingl-series-05.tif:0001-0463-0136:65,364.61,1,33
521,Thingl-series-05.tif:0001-0238-0420:66,19550.91,2,33
522,Thingl-series-05.tif:0001-0091-0390:66,19559.15,2,33
523,Thingl-series-05.tif:0001-0064-0297:66,20423.28,2,33
524,Thingl-series-05.tif:0001-0083-0248:66,20109.73,2,33
525,Thingl-series-05.tif:0001-0061-0167:66,19730.98,2,33
526,Thingl-series-05.tif:0001-0383-0157:66,19155.36,2,33
527,Thingl-series-05.tif:0001-0398-0187:66,19632.26,2,33
528,Thingl-series-05.tif:0001-0463-0136:66,19437.97,2,33
529,Thingl-series-05.tif:0001-0238-0420:67,257.27,1,34
530,Thingl-series-05.tif:0001-0091-0390:67,279.55,1,34
531,Thingl-series-05.tif:0001-0064-0297:67,713.08,1,34
532,Thingl-series-05.tif:0001-0083-0248:67,703.92,1,34
533,Thingl-series-05.tif:0001-0061-0167:67,185.93,1,34
534,Thingl-series-05.tif:0001-0383-0157:67,193.12,1,34
535,Thingl-series-05.tif:0001-0398-0187:67,196.55,1,34
536,Thingl-series-05.tif:0001-0463-0136:67,385.57,1,34
537,Thingl-series-05.tif:0001-0238-0420:68,21435.15,2,34
538,Thingl-series-05.tif:0001-0091-0390:68,21270.69,2,34
539,Thingl-series-05.tif:0001-0064-0297:68,21015.62,2,34
540,Thingl-series-05.tif:0001-0083-0248:68,20571.47,2,34
541,Thingl-series-05.tif:0001-0061-0167:68,21983.59,2,34
542,Thingl-series-05.tif:0001-0383-0157:68,21128.06,2,34
543,Thingl-series-05.tif:0001-0398-0187:68,21491.82,2,34
544,Thingl-series-05.tif:0001-0463-0136:68,20430.51,2,34
545,Thingl-series-05.tif:0001-0238-0420:69,243.91,1,35
546,Thingl-series-05.tif:0001-0091-0390:69,267.76,1,35
547,Thingl-series-05.tif:0001-0064-0297:69,700.15,1,35
548,Thingl-series-05.tif:0001-0083-0248:69,695.00,1,35
549,Thingl-series-05.tif:0001-0061-0167:69,178.00,1,35
550,Thingl-series-05.tif:0001-0383-0157:69,186.10,1,35
551,Thingl-series-05.tif:0001-0398-0187:69,189.30,1,35
552,Thingl-series-05.tif:0001-0463-0136:69,376.54,1,35
553,Thingl-series-05.tif:0001-0238-0420:70,19393.86,2,35
554,Thingl-series-05.tif:0001-0091-0390:70,19625.21,2,35
555,Thingl-series-05.tif:0001-0064-0297:70,20447.02,2,35
556,Thingl-series-05.tif:0001-0083-0248:70,20063.97,2,35
557,Thingl-series-05.tif:0001-0061-0167:70,19679.81,2,35
558,Thingl-series-05.tif:0001-0383-0157:70,18999.45,2,35
559,Thingl-series-05.tif:0001-0398-0187:70,19549.71,2,35
560,Thingl-series-05.tif:0001-0463-0136:70,19388.20,2,35
561,Thingl-series-05.tif:0001-0238-0420:71,244.13,1,36
562,Thingl-series-05.tif:0001-0091-0390:71,265.62,1,36
563,Thingl-series-05.tif:0001-0064-0297:71,700.19,1,36
564,Thingl-series-05.tif:0001-0083-0248:71,695.28,1,36
565,Thingl-series-05.tif:0001-0061-0167:71,177.81,1,36
566,Thingl-series-05.tif:0001-0383-0157:71,184.32,1,36
567,Thingl-series-05.tif:0001-0398-0187:71,189.23,1,36
568,Thingl-series-05.tif:0001-0463-0136:71,375.94,1,36
569,Thingl-series-05.tif:0001-0238-0420:72,19401.09,2,36
570,Thingl-series-05.tif:0001-0091-0390:72,19578.10,2,36
571,Thingl-series-05.tif:0001-0064-0297:72,20343.40,2,36
572,Thingl-series-05.tif:0001-0083-0248:72,20009.77,2,36
573,Thingl-series-05.tif:0001-0061-0167:72,19650.66,2,36
574,Thingl-series-05.tif:0001-0383-0157:72,19004.44,2,36
575,Thingl-series-05.tif:0001-0398-0187:72,19437.25,2,36
576,Thingl-series-05.tif:0001-0463-0136:72,19288.69,2,36
577,Thingl-series-05.tif:0001-0238-0420:73,246.43,1,37
578,Thingl-series-05.tif:0001-0091-0390:73,266.05,1,37
579,Thingl-series-05.tif:0001-0064-0297:73,700.53,1,37
580,Thingl-series-05.tif:0001-0083-0248:73,694.58,1,37
581,Thingl-series-05.tif:0001-0061-0167:73,176.82,1,37
582,Thingl-series-05.tif:0001-0383-0157:73,183.01,1,37
583,Thingl-series-05.tif:0001-0398-0187:73,189.44,1,37
584,Thingl-series-05.tif:0001-0463-0136:73,370.40,1,37
585,Thingl-series-05.tif:0001-0238-0420:74,19283.69,2,37
586,Thingl-series-05.tif:0001-0091-0390:74,19428.79,2,37
587,Thingl-series-05.tif:0001-0064-0297:74,20406.48,2,37
588,Thingl-series-05.tif:0001-0083-0248:74,19913.09,2,37
589,Thingl-series-05.tif:0001-0061-0167:74,19766.26,2,37
590,Thingl-series-05.tif:0001-0383-0157:74,18888.46,2,37
591,Thingl-series-05.tif:0001-0398-0187:74,19347.79,2,37
592,Thingl-series-05.tif:0001-0463-0136:74,19288.17,2,37
593,Thingl-series-05.tif:0001-0238-0420:75,249.90,1,38
594,Thingl-series-05.tif:0001-0091-0390:75,272.59,1,38
595,Thingl-series-05.tif:0001-0064-0297:75,710.73,1,38
596,Thingl-series-05.tif:0001-0083-0248:75,702.85,1,38
597,Thingl-series-05.tif:0001-0061-0167:75,177.18,1,38
598,Thingl-series-05.tif:0001-0383-0157:75,185.06,1,38
599,Thingl-series-05.tif:0001-0398-0187:75,189.18,1,38
600,Thingl-series-05.tif:0001-0463-0136:75,369.96,1,38
601,Thingl-series-05.tif:0001-0238-0420:76,19165.61,2,38
602,Thingl-series-05.tif:0001-0091-0390:76,19187.86,2,38
603,Thingl-series-05.tif:0001-0064-0297:76,20311.52,2,38
604,Thingl-series-05.tif:0001-0083-0248:76,19943.18,2,38
605,Thingl-series-05.tif:0001-0061-0167:76,19663.76,2,38
606,Thingl-series-05.tif:0001-0383-0157:76,18908.90,2,38
607,Thingl-series-05.tif:0001-0398-0187:76,19328.17,2,38
608,Thingl-series-05.tif:0001-0463-0136:76,19283.70,2,38
609,Thingl-series-05.tif:0001-0238-0420:77,250.30,1,39
610,Thingl-series-05.tif:0001-0091-0390:77,272.68,1,39
611,Thingl-series-05.tif:0001-0064-0297:77,710.75,1,39
612,Thingl-series-05.tif:0001-0083-0248:77,702.95,1,39
613,Thingl-series-05.tif:0001-0061-0167:77,176.99,1,39
614,Thingl-series-05.tif:0001-0383-0157:77,182.59,1,39
615,Thingl-series-05.tif:0001-0398-0187:77,188.36,1,39
616,Thingl-series-05.tif:0001-0463-0136:77,365.81,1,39
617,Thingl-series-05.tif:0001-0238-0420:78,19183.00,2,39
618,Thingl-series-05.tif:0001-0091-0390:78,19351.92,2,39
619,Thingl-series-05.tif:0001-0064-0297:78,20329.38,2,39
620,Thingl-series-05.tif:0001-0083-0248:78,19820.01,2,39
621,Thingl-series-05.tif:0001-0061-0167:78,19544.50,2,39
622,Thingl-series-05.tif:0001-0383-0157:78,18652.55,2,39
623,Thingl-series-05.tif:0001-0398-0187:78,19194.56,2,39
624,Thingl-series-05.tif:0001-0463-0136:78,19264.32,2,39
625,Thingl-series-05.tif:0001-0238-0420:79,252.87,1,40
626,Thingl-series-05.tif:0001-0091-0390:79,275.09,1,40
627,Thingl-series-05.tif:0001-0064-0297:79,715.19,1,40
628,Thingl-series-05.tif:0001-0083-0248:79,707.17,1,40
629,Thingl-series-05.tif:0001-0061-0167:79,176.68,1,40
630,Thingl-series-05.tif:0001-0383-0157:79,182.81,1,40
631,Thingl-series-05.tif:0001-0398-0187:79,189.26,1,40
632,Thingl-series-05.tif:0001-0463-0136:79,365.49,1,40
633,Thingl-series-05.tif:0001-0238-0420:80,19280.15,2,40
634,Thingl-series-05.tif:0001-0091-0390:80,19221.41,2,40
635,Thingl-series-05.tif:0001-0064-0297:80,20262.65,2,40
636,Thingl-series-05.tif:0001-0083-0248:80,19955.85,2,40
637,Thingl-series-05.tif:0001-0061-0167:80,19758.99,2,40
638,Thingl-series-05.tif:0001-0383-0157:80,18851.58,2,40
639,Thingl-series-05.tif:0001-0398-0187:80,19375.31,2,40
640,Thingl-series-05.tif:0001-0463-0136:80,19113.05,2,40
641,Thingl-series-05.tif:0001-0238-0420:81,254.58,1,41
642,Thingl-series-05.tif:0001-0091-0390:81,276.91,1,41
643,Thingl-series-05.tif:0001-0064-0297:81,718.32,1,41
644,Thingl-series-05.tif:0001-0083-0248:81,708.98,1,41
645,Thingl-series-05.tif:0001-0061-0167:81,175.63,1,41
646,Thingl-series-05.tif:0001-0383-0157:81,182.44,1,41
647,Thingl-series-05.tif:0001-0398-0187:81,188.97,1,41
648,Thingl-series-05.tif:0001-0463-0136:81,359.92,1,41
649,Thingl-series-05.tif:0001-0238-0420:82,19296.79,2,41
650,Thingl-series-05.tif:0001-0091-0390:82,19270.72,2,41
651,Thingl-series-05.tif:0001-0064-0297:82,20215.48,2,41
652,Thingl-series-05.tif:0001-0083-0248:82,19900.29,2,41
653,Thingl-series-05.tif:0001-0061-0167:82,19643.97,2,41
654,Thingl-series-05.tif:0001-0383-0157:82,18664.35,2,41
655,Thingl-series-05.tif:0001-0398-0187:82,19293.02,2,41
656,Thingl-series-05.tif:0001-0463-0136:82,19195.82,2,41
657,Thingl-series-05.tif:0001-0238-0420:83,257.52,1,42
658,Thingl-series-05.tif:0001-0091-0390:83,277.83,1,42
659,Thingl-series-05.tif:0001-0064-0297:83,719.45,1,42
660,Thingl-series-05.tif:0001-0083-0248:83,711.34,1,42
661,Thingl-series-05.tif:0001-0061-0167:83,175.26,1,42
662,Thingl-series-05.tif:0001-0383-0157:83,182.47,1,42
663,Thingl-series-05.tif:0001-0398-0187:83,188.87,1,42
664,Thingl-series-05.tif:0001-0463-0136:83,358.39,1,42
665,Thingl-series-05.tif:0001-0238-0420:84,19187.57,2,42
666,Thingl-series-05.tif:0001-0091-0390:84,19032.89,2,42
667,Thingl-series-05.tif:0001-0064-0297:84,20328.87,2,42
668,Thingl-series-05.tif:0001-0083-0248:84,19848.25,2,42
669,Thingl-series-05.tif:0001-0061-0167:84,19559.31,2,42
670,Thingl-series-05.tif:0001-0383-0157:84,18666.86,2,42
671,Thingl-series-05.tif:0001-0398-0187:84,19232.27,2,42
672,Thingl-series-05.tif:0001-0463-0136:84,19164.35,2,42
673,Thingl-series-05.tif:0001-0238-0420:85,259.32,1,43
674,Thingl-series-05.tif:0001-0091-0390:85,281.38,1,43
675,Thingl-series-05.tif:0001-0064-0297:85,723.58,1,43
676,Thingl-series-05.tif:0001-0083-0248:85,715.37,1,43
677,Thingl-series-05.tif:0001-0061-0167:85,174.83,1,43
678,Thingl-series-05.tif:0001-0383-0157:85,182.12,1,43
679,Thingl-series-05.tif:0001-0398-0187:85,187.95,1,43
680,Thingl-series-05.tif:0001-0463-0136:85,355.50,1,43
681,Thingl-series-05.tif:0001-0238-0420:86,19252.36,2,43
682,Thingl-series-05.tif:0001-0091-0390:86,19150.59,2,43
683,Thingl-series-05.tif:0001-0064-0297:86,20206.52,2,43
684,Thingl-series-05.tif:0001-0083-0248:86,19763.93,2,43
685,Thingl-series-05.tif:0001-0061-0167:86,19700.98,2,43
686,Thingl-series-05.tif:0001-0383-0157:86,18756.00,2,43
687,Thingl-series-05.tif:0001-0398-0187:86,19320.89,2,43
688,Thingl-series-05.tif:0001-0463-0136:86,19241.14,2,43
689,Thingl-series-05.tif:0001-0238-0420:87,259.22,1,44
690,Thingl-series-05.tif:0001-0091-0390:87,280.99,1,44
691,Thingl-series-05.tif:0001-0064-0297:87,722.43,1,44
692,Thingl-series-05.tif:0001-0083-0248:87,711.62,1,44
693,Thingl-series-05.tif:0001-0061-0167:87,174.09,1,44
694,Thingl-series-05.tif:0001-0383-0157:87,183.17,1,44
695,Thingl-series-05.tif:0001-0398-0187:87,187.47,1,44
696,Thingl-series-05.tif:0001-0463-0136:87,355.34,1,44
697,Thingl-series-05.tif:0001-0238-0420:88,19092.59,2,44
698,Thingl-series-05.tif:0001-0091-0390:88,19164.78,2,44
699,Thingl-series-05.tif:0001-0064-0297:88,20244.28,2,44
700,Thingl-series-05.tif:0001-0083-0248:88,19849.70,2,44
701,Thingl-series-05.tif:0001-0061-0167:88,19687.56,2,44
702,Thingl-series-05.tif:0001-0383-0157:88,18620.70,2,44
703,Thingl-series-05.tif:0001-0398-0187:88,19234.50,2,44
704,Thingl-series-05.tif:0001-0463-0136:88,19176.74,2,44
705,Thingl-series-05.tif:0001-0238-0420:89,260.49,1,45
706,Thingl-series-05.tif:0001-0091-0390:89,282.42,1,45
707,Thingl-series-05.tif:0001-0064-0297:89,725.42,1,45
708,Thingl-series-05.tif:0001-0083-0248:89,715.63,1,45
709,Thingl-series-05.tif:0001-0061-0167:89,174.24,1,45
710,Thingl-series-05.tif:0001-0383-0157:89,181.42,1,45
711,Thingl-series-05.tif:0001-0398-0187:89,187.75,1,45
712,Thingl-series-05.tif:0001-0463-0136:89,352.50,1,45
713,Thingl-series-05.tif:0001-0238-0420:90,18973.15,2,45
714,Thingl-series-05.tif:0001-0091-0390:90,19098.82,2,45
715,Thingl-series-05.tif:0001-0064-0297:90,20306.38,2,45
716,Thingl-series-05.tif:0001-0083-0248:90,19893.14,2,45
717,Thingl-series-05.tif:0001-0061-0167:90,19578.16,2,45
718,Thingl-series-05.tif:0001-0383-0157:90,18614.40,2,45
719,Thingl-series-05.tif:0001-0398-0187:90,19146.27,2,45
720,Thingl-series-05.tif:0001-0463-0136:90,19091.65,2,45
721,Thingl-series-05.tif:0001-0238-0420:91,258.43,1,46
722,Thingl-series-05.tif:0001-0091-0390:91,279.27,1,46
723,Thingl-series-05.tif:0001-0064-0297:91,722.31,1,46
724,Thingl-series-05.tif:0001-0083-0248:91,710.62,1,46
725,Thingl-series-05.tif:0001-0061-0167:91,173.30,1,46
726,Thingl-series-05.tif:0001-0383-0157:91,181.75,1,46
727,Thingl-series-05.tif:0001-0398-0187:91,187.09,1,46
728,Thingl-series-05.tif:0001-0463-0136:91,353.96,1,46
729,Thingl-series-05.tif:0001-0238-0420:92,19145.75,2,46
730,Thingl-series-05.tif:0001-0091-0390:92,19182.14,2,46
731,Thingl-series-05.tif:0001-0064-0297:92,20222.95,2,46
732,Thingl-series-05.tif:0001-0083-0248:92,19774.36,2,46
733,Thingl-series-05.tif:0001-0061-0167:92,19688.07,2,46
734,Thingl-series-05.tif:0001-0383-0157:92,18510.83,2,46
735,Thingl-series-05.tif:0001-0398-0187:92,19307.87,2,46
736,Thingl-series-05.tif:0001-0463-0136:92,19141.35,2,46
737,Thingl-series-05.tif:0001-0238-0420:93,260.54,1,47
738,Thingl-series-05.tif:0001-0091-0390:93,281.31,1,47
739,Thingl-series-05.tif:0001-0064-0297:93,726.13,1,47
740,Thingl-series-05.tif:0001-0083-0248:93,714.13,1,47
741,Thingl-series-05.tif:0001-0061-0167:93,173.48,1,47
742,Thingl-series-05.tif:0001-0383-0157:93,183.19,1,47
743,Thingl-series-05.tif:0001-0398-0187:93,187.40,1,47
744,Thingl-series-05.tif:0001-0463-0136:93,354.22,1,47
745,Thingl-series-05.tif:0001-0238-0420:94,18973.21,2,47
746,Thingl-series-05.tif:0001-0091-0390:94,19157.49,2,47
747,Thingl-series-05.tif:0001-0064-0297:94,20143.29,2,47
748,Thingl-series-05.tif:0001-0083-0248:94,19773.22,2,47
749,Thingl-series-05.tif:0001-0061-0167:94,19712.13,2,47
750,Thingl-series-05.tif:0001-0383-0157:94,18445.30,2,47
751,Thingl-series-05.tif:0001-0398-0187:94,19140.02,2,47
752,Thingl-series-05.tif:0001-0463-0136:94,19047.68,2,47
753,Thingl-series-05.tif:0001-0238-0420:95,258.49,1,48
754,Thingl-series-05.tif:0001-0091-0390:95,279.75,1,48
755,Thingl-series-05.tif:0001-0064-0297:95,722.72,1,48
756,Thingl-series-05.tif:0001-0083-0248:95,710.32,1,48
757,Thingl-series-05.tif:0001-0061-0167:95,172.87,1,48
758,Thingl-series-05.tif:0001-0383-0157:95,181.68,1,48
759,Thingl-series-05.tif:0001-0398-0187:95,186.06,1,48
760,Thingl-series-05.tif:0001-0463-0136:95,350.87,1,48
761,Thingl-series-05.tif:0001-0238-0420:96,18983.95,2,48
762,Thingl-series-05.tif:0001-0091-0390:96,19034.83,2,48
763,Thingl-series-05.tif:0001-0064-0297:96,20160.96,2,48
764,Thingl-series-05.tif:0001-0083-0248:96,19746.47,2,48
765,Thingl-series-05.tif:0001-0061-0167:96,19650.07,2,48
766,Thingl-series-05.tif:0001-0383-0157:96,18558.75,2,48
767,Thingl-series-05.tif:0001-0398-0187:96,19136.46,2,48
768,Thingl-series-05.tif:0001-0463-0136:96,19161.71,2,48
769,Thingl-series-05.tif:0001-0238-0420:97,260.96,1,49
770,Thingl-series-05.tif:0001-0091-0390:97,281.74,1,49
771,Thingl-series-05.tif:0001-0064-0297:97,728.59,1,49
772,Thingl-series-05.tif:0001-0083-0248:97,714.77,1,49
773,Thingl-series-05.tif:0001-0061-0167:97,172.90,1,49
774,Thingl-series-05.tif:0001-0383-0157:97,183.55,1,49
775,Thingl-series-05.tif:0001-0398-0187:97,186.50,1,49
776,Thingl-series-05.tif:0001-0463-0136:97,351.69,1,49
777,Thingl-series-05.tif:0001-0238-0420:98,19073.87,2,49
778,Thingl-series-05.tif:0001-0091-0390:98,19037.27,2,49
779,Thingl-series-05.tif:0001-0064-0297:98,20249.77,2,49
780,Thingl-series-05.tif:0001-0083-0248:98,19706.57,2,49
781,Thingl-series-05.tif:0001-0061-0167:98,19584.48,2,49
782,Thingl-series-05.tif:0001-0383-0157:98,18513.64,2,49
783,Thingl-series-05.tif:0001-0398-0187:98,19355.87,2,49
784,Thingl-series-05.tif:0001-0463-0136:98,19278.45,2,49
785,Thingl-series-05.tif:0001-0238-0420:99,260.21,1,50
786,Thingl-series-05.tif:0001-0091-0390:99,281.64,1,50
787,Thingl-series-05.tif:0001-0064-0297:99,726.01,1,50
788,Thingl-series-05.tif:0001-0083-0248:99,712.49,1,50
789,Thingl-series-05.tif:0001-0061-0167:99,171.62,1,50
790,Thingl-series-05.tif:0001-0383-0157:99,181.44,1,50
791,Thingl-series-05.tif:0001-0398-0187:99,185.36,1,50
792,Thingl-series-05.tif:0001-0463-0136:99,348.36,1,50
793,Thingl-series-05.tif:0001-0238-0420:100,19055.35,2,50
794,Thingl-series-05.tif:0001-0091-0390:100,18953.79,2,50
795,Thingl-series-05.tif:0001-0064-0297:100,20089.34,2,50
796,Thingl-series-05.tif:0001-0083-0248:100,19749.94,2,50
797,Thingl-series-05.tif:0001-0061-0167:100,19669.69,2,50
798,Thingl-series-05.tif:0001-0383-0157:100,18621.79,2,50
799,Thingl-series-05.tif:0001-0398-0187:100,19281.53,2,50
800,Thingl-series-05.tif:0001-0463-0136:100,19169.13,2,50
801,Thingl-series-05.tif:0001-0238-0420:101,260.75,1,51
802,Thingl-series-05.tif:0001-0091-0390:101,282.24,1,51
803,Thingl-series-05.tif:0001-0064-0297:101,727.04,1,51
804,Thingl-series-05.tif:0001-0083-0248:101,713.38,1,51
805,Thingl-series-05.tif:0001-0061-0167:101,172.07,1,51
806,Thingl-series-05.tif:0001-0383-0157:101,182.46,1,51
807,Thingl-series-05.tif:0001-0398-0187:101,185.79,1,51
808,Thingl-series-05.tif:0001-0463-0136:101,349.29,1,51
809,Thingl-series-05.tif:0001-0238-0420:102,19124.27,2,51
810,Thingl-series-05.tif:0001-0091-0390:102,19150.74,2,51
811,Thingl-series-05.tif:0001-0064-0297:102,20132.79,2,51
812,Thingl-series-05.tif:0001-0083-0248:102,19608.98,2,51
813,Thingl-series-05.tif:0001-0061-0167:102,19654.09,2,51
814,Thingl-series-05.tif:0001-0383-0157:102,18576.68,2,51
815,Thingl-series-05.tif:0001-0398-0187:102,19073.00,2,51
816,Thingl-series-05.tif:0001-0463-0136:102,19242.18,2,51
817,Thingl-series-05.tif:0001-0238-0420:103,260.76,1,52
818,Thingl-series-05.tif:0001-0091-0390:103,283.76,1,52
819,Thingl-series-05.tif:0001-0064-0297:103,730.46,1,52
820,Thingl-series-05.tif:0001-0083-0248:103,715.79,1,52
821,Thingl-series-05.tif:0001-0061-0167:103,171.73,1,52
822,Thingl-series-05.tif:0001-0383-0157:103,181.34,1,52
823,Thingl-series-05.tif:0001-0398-0187:103,184.49,1,52
824,Thingl-series-05.tif:0001-0463-0136:103,345.19,1,52
825,Thingl-series-05.tif:0001-0238-0420:104,18957.50,2,52
826,Thingl-series-05.tif:0001-0091-0390:104,19041.23,2,52
827,Thingl-series-05.tif:0001-0064-0297:104,20159.04,2,52
828,Thingl-series-05.tif:0001-0083-0248:104,19869.15,2,52
829,Thingl-series-05.tif:0001-0061-0167:104,19669.75,2,52
830,Thingl-series-05.tif:0001-0383-0157:104,18623.66,2,52
831,Thingl-series-05.tif:0001-0398-0187:104,19140.67,2,52
832,Thingl-series-05.tif:0001-0463-0136:104,19263.05,2,52
833,Thingl-series-05.tif:0001-0238-0420:105,261.55,1,53
